rodada 1,,,,,
venda/aluguel,EmpSem,AT2,1,Soja,baixo
venda/aluguel,EmpFer,AT2,1,Super premium,normal
venda/aluguel,EmpMaq,AT2,1,Maquinas 3,baixo
venda/aluguel,EmpSem,AT2,2,Soja,baixo
venda/aluguel,EmpFer,AT2,2,Super premium,normal
venda/aluguel,EmpMaq,AT2,2,Maquinas 3,baixo
venda/aluguel,EmpSem,AT2,3,Soja,baixo
venda/aluguel,EmpFer,AT2,3,Super premium,normal
venda/aluguel,EmpMaq,AT2,3,Maquinas 3,baixo
venda/aluguel,EmpSem,AT2,4,Soja,baixo
venda/aluguel,EmpFer,AT2,4,Super premium,normal
venda/aluguel,EmpMaq,AT2,4,Maquinas 3,baixo
venda/aluguel,EmpSem,AT2,5,Soja,baixo
venda/aluguel,EmpFer,AT2,5,Super premium,normal
venda/aluguel,EmpMaq,AT2,5,Maquinas 3,baixo
venda/aluguel,EmpSem,AT2,6,Soja,baixo
venda/aluguel,EmpFer,AT2,6,Super premium,normal
venda/aluguel,EmpMaq,AT2,6,Maquinas 3,baixo
venda/aluguel,EmpSem,CD3,1,Arroz,normal
venda/aluguel,EmpFer,CD3,1,Premium,baixo
venda/aluguel,EmpMaq,CD3,1,Maquinas 2,baixo
venda/aluguel,EmpSem,CD3,2,Arroz,normal
venda/aluguel,EmpFer,CD3,2,Premium,baixo
venda/aluguel,EmpMaq,CD3,2,Maquinas 2,baixo
venda/aluguel,EmpSem,CD3,3,Arroz,normal
venda/aluguel,EmpFer,CD3,3,Premium,baixo
venda/aluguel,EmpMaq,CD3,3,Maquinas 2,baixo
venda/aluguel,EmpSem,CD3,4,Arroz,normal
venda/aluguel,EmpFer,CD3,4,Premium,baixo
venda/aluguel,EmpMaq,CD3,4,Maquinas 2,baixo
venda/aluguel,EmpSem,CD3,5,Arroz,normal
venda/aluguel,EmpFer,CD3,5,Premium,baixo
venda/aluguel,EmpMaq,CD3,5,Maquinas 2,baixo
venda/aluguel,EmpSem,CD3,6,Arroz,normal
venda/aluguel,EmpFer,CD3,6,Premium,baixo
venda/aluguel,EmpMaq,CD3,6,Maquinas 2,baixo
venda/aluguel,EmpSem,AT3,1,Soja,baixo
venda/aluguel,EmpFer,AT3,1,Super premium,normal
venda/aluguel,EmpAgr,AT3,1,Super premium,normal
venda/aluguel,EmpSem,AT3,2,Soja,baixo
venda/aluguel,EmpFer,AT3,2,Super premium,normal
venda/aluguel,EmpAgr,AT3,2,Super premium,normal
venda/aluguel,EmpSem,AT3,3,Soja,baixo
venda/aluguel,EmpFer,AT3,3,Super premium,normal
venda/aluguel,EmpAgr,AT3,3,Super premium,normal
venda/aluguel,EmpSem,AT3,4,Soja,baixo
venda/aluguel,EmpFer,AT3,4,Super premium,normal
venda/aluguel,EmpAgr,AT3,4,Super premium,normal
venda/aluguel,EmpSem,AT3,5,Soja,baixo
venda/aluguel,EmpFer,AT3,5,Super premium,normal
